coordinate_id,constructor,ordered_operands,operand_roles,family_signature,role_semantics,search_stratum
DOT(tinj),C1,tinj,rate,NBI,(family_i),C1:NBI
DOT(ece1),C1,ece1,rate,ECE,(family_i),C1:ECE
DOT(ece2),C1,ece2,rate,ECE,(family_i),C1:ECE
DOT(ece3),C1,ece3,rate,ECE,(family_i),C1:ECE
DOT(ece4),C1,ece4,rate,ECE,(family_i),C1:ECE
DOT(ece5),C1,ece5,rate,ECE,(family_i),C1:ECE
DOT(ece6),C1,ece6,rate,ECE,(family_i),C1:ECE
DOT(ece7),C1,ece7,rate,ECE,(family_i),C1:ECE
DOT(ece8),C1,ece8,rate,ECE,(family_i),C1:ECE
DOT(ece9),C1,ece9,rate,ECE,(family_i),C1:ECE
DOT(ece10),C1,ece10,rate,ECE,(family_i),C1:ECE
DOT(ece11),C1,ece11,rate,ECE,(family_i),C1:ECE
DOT(ece12),C1,ece12,rate,ECE,(family_i),C1:ECE
DOT(ece13),C1,ece13,rate,ECE,(family_i),C1:ECE
DOT(ece14),C1,ece14,rate,ECE,(family_i),C1:ECE
DOT(ece15),C1,ece15,rate,ECE,(family_i),C1:ECE
DOT(ece16),C1,ece16,rate,ECE,(family_i),C1:ECE
DOT(ece18),C1,ece18,rate,ECE,(family_i),C1:ECE
DOT(ece19),C1,ece19,rate,ECE,(family_i),C1:ECE
DOT(ece20),C1,ece20,rate,ECE,(family_i),C1:ECE
DOT(ece21),C1,ece21,rate,ECE,(family_i),C1:ECE
DOT(ece22),C1,ece22,rate,ECE,(family_i),C1:ECE
DOT(ece25),C1,ece25,rate,ECE,(family_i),C1:ECE
DOT(ece27),C1,ece27,rate,ECE,(family_i),C1:ECE
DOT(ece28),C1,ece28,rate,ECE,(family_i),C1:ECE
DOT(ece29),C1,ece29,rate,ECE,(family_i),C1:ECE
DOT(ece30),C1,ece30,rate,ECE,(family_i),C1:ECE
DOT(ece31),C1,ece31,rate,ECE,(family_i),C1:ECE
DOT(ece33),C1,ece33,rate,ECE,(family_i),C1:ECE
DOT(ece35),C1,ece35,rate,ECE,(family_i),C1:ECE
DOT(ece36),C1,ece36,rate,ECE,(family_i),C1:ECE
DOT(ece37),C1,ece37,rate,ECE,(family_i),C1:ECE
DOT(ece38),C1,ece38,rate,ECE,(family_i),C1:ECE
DOT(ece39),C1,ece39,rate,ECE,(family_i),C1:ECE
DOT(cerqrott3),C1,cerqrott3,rate,CER,(family_i),C1:CER
DOT(cerqrott6),C1,cerqrott6,rate,CER,(family_i),C1:CER
DOT(cerqrott8),C1,cerqrott8,rate,CER,(family_i),C1:CER
DOT(cerqrott10),C1,cerqrott10,rate,CER,(family_i),C1:CER
DOT(cerqrott11),C1,cerqrott11,rate,CER,(family_i),C1:CER
DOT(cerqrott12),C1,cerqrott12,rate,CER,(family_i),C1:CER
DOT(cerqrott13),C1,cerqrott13,rate,CER,(family_i),C1:CER
DOT(cerqtit3),C1,cerqtit3,rate,CER,(family_i),C1:CER
DOT(cerqtit6),C1,cerqtit6,rate,CER,(family_i),C1:CER
DOT(cerqtit8),C1,cerqtit8,rate,CER,(family_i),C1:CER
DOT(cerqtit10),C1,cerqtit10,rate,CER,(family_i),C1:CER
DOT(cerqtit11),C1,cerqtit11,rate,CER,(family_i),C1:CER
DOT(cerqtit12),C1,cerqtit12,rate,CER,(family_i),C1:CER
DOT(cerqtit13),C1,cerqtit13,rate,CER,(family_i),C1:CER
"PROD(bt,bt)",C2,bt|bt,level|level,"{MAG,MAG}","unordered {family_i, family_j}","C2:{MAG,MAG}"
"PROD(bt,ip)",C2,bt|ip,level|level,"{MAG,MAG}","unordered {family_i, family_j}","C2:{MAG,MAG}"
"PROD(bt,prmtan_neped)",C2,bt|prmtan_neped,level|level,"{DEN,MAG}","unordered {family_i, family_j}","C2:{DEN,MAG}"
"PROD(bt,prmtan_teped)",C2,bt|prmtan_teped,level|level,"{DEN,MAG}","unordered {family_i, family_j}","C2:{DEN,MAG}"
"PROD(bt,fs04)",C2,bt|fs04,level|level,"{FS,MAG}","unordered {family_i, family_j}","C2:{FS,MAG}"
"PROD(bt,fs03da)",C2,bt|fs03da,level|level,"{FS,MAG}","unordered {family_i, family_j}","C2:{FS,MAG}"
"PROD(bt,fs05da)",C2,bt|fs05da,level|level,"{FS,MAG}","unordered {family_i, family_j}","C2:{FS,MAG}"
"PROD(bt,gasa)",C2,bt|gasa,level|level,"{GAS,MAG}","unordered {family_i, family_j}","C2:{GAS,MAG}"
"PROD(bt,gasb)",C2,bt|gasb,level|level,"{GAS,MAG}","unordered {family_i, family_j}","C2:{GAS,MAG}"
"PROD(bt,gasc)",C2,bt|gasc,level|level,"{GAS,MAG}","unordered {family_i, family_j}","C2:{GAS,MAG}"
"PROD(bt,gasd)",C2,bt|gasd,level|level,"{GAS,MAG}","unordered {family_i, family_j}","C2:{GAS,MAG}"
"PROD(bt,pinj)",C2,bt|pinj,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(bt,pinj_15l)",C2,bt|pinj_15l,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(bt,pinj_30l)",C2,bt|pinj_30l,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(bt,pinj_30r)",C2,bt|pinj_30r,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(bt,pinj_33r)",C2,bt|pinj_33r,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(bt,tinj)",C2,bt|tinj,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(bt,ece1)",C2,bt|ece1,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece2)",C2,bt|ece2,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece3)",C2,bt|ece3,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece4)",C2,bt|ece4,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece5)",C2,bt|ece5,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece6)",C2,bt|ece6,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece7)",C2,bt|ece7,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece8)",C2,bt|ece8,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece9)",C2,bt|ece9,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece10)",C2,bt|ece10,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece11)",C2,bt|ece11,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece12)",C2,bt|ece12,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece13)",C2,bt|ece13,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece14)",C2,bt|ece14,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece15)",C2,bt|ece15,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece16)",C2,bt|ece16,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece18)",C2,bt|ece18,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece19)",C2,bt|ece19,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece20)",C2,bt|ece20,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece21)",C2,bt|ece21,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece22)",C2,bt|ece22,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece25)",C2,bt|ece25,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece27)",C2,bt|ece27,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece28)",C2,bt|ece28,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece29)",C2,bt|ece29,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece30)",C2,bt|ece30,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece31)",C2,bt|ece31,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece33)",C2,bt|ece33,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece35)",C2,bt|ece35,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece36)",C2,bt|ece36,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece37)",C2,bt|ece37,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece38)",C2,bt|ece38,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,ece39)",C2,bt|ece39,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(bt,cerqrott3)",C2,bt|cerqrott3,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqrott6)",C2,bt|cerqrott6,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqrott8)",C2,bt|cerqrott8,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqrott10)",C2,bt|cerqrott10,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqrott11)",C2,bt|cerqrott11,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqrott12)",C2,bt|cerqrott12,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqrott13)",C2,bt|cerqrott13,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqtit3)",C2,bt|cerqtit3,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqtit6)",C2,bt|cerqtit6,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqtit8)",C2,bt|cerqtit8,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqtit10)",C2,bt|cerqtit10,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqtit11)",C2,bt|cerqtit11,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqtit12)",C2,bt|cerqtit12,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(bt,cerqtit13)",C2,bt|cerqtit13,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,ip)",C2,ip|ip,level|level,"{MAG,MAG}","unordered {family_i, family_j}","C2:{MAG,MAG}"
"PROD(ip,prmtan_neped)",C2,ip|prmtan_neped,level|level,"{DEN,MAG}","unordered {family_i, family_j}","C2:{DEN,MAG}"
"PROD(ip,prmtan_teped)",C2,ip|prmtan_teped,level|level,"{DEN,MAG}","unordered {family_i, family_j}","C2:{DEN,MAG}"
"PROD(ip,fs04)",C2,ip|fs04,level|level,"{FS,MAG}","unordered {family_i, family_j}","C2:{FS,MAG}"
"PROD(ip,fs03da)",C2,ip|fs03da,level|level,"{FS,MAG}","unordered {family_i, family_j}","C2:{FS,MAG}"
"PROD(ip,fs05da)",C2,ip|fs05da,level|level,"{FS,MAG}","unordered {family_i, family_j}","C2:{FS,MAG}"
"PROD(ip,gasa)",C2,ip|gasa,level|level,"{GAS,MAG}","unordered {family_i, family_j}","C2:{GAS,MAG}"
"PROD(ip,gasb)",C2,ip|gasb,level|level,"{GAS,MAG}","unordered {family_i, family_j}","C2:{GAS,MAG}"
"PROD(ip,gasc)",C2,ip|gasc,level|level,"{GAS,MAG}","unordered {family_i, family_j}","C2:{GAS,MAG}"
"PROD(ip,gasd)",C2,ip|gasd,level|level,"{GAS,MAG}","unordered {family_i, family_j}","C2:{GAS,MAG}"
"PROD(ip,pinj)",C2,ip|pinj,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(ip,pinj_15l)",C2,ip|pinj_15l,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(ip,pinj_30l)",C2,ip|pinj_30l,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(ip,pinj_30r)",C2,ip|pinj_30r,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(ip,pinj_33r)",C2,ip|pinj_33r,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(ip,tinj)",C2,ip|tinj,level|level,"{MAG,NBI}","unordered {family_i, family_j}","C2:{MAG,NBI}"
"PROD(ip,ece1)",C2,ip|ece1,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece2)",C2,ip|ece2,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece3)",C2,ip|ece3,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece4)",C2,ip|ece4,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece5)",C2,ip|ece5,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece6)",C2,ip|ece6,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece7)",C2,ip|ece7,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece8)",C2,ip|ece8,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece9)",C2,ip|ece9,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece10)",C2,ip|ece10,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece11)",C2,ip|ece11,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece12)",C2,ip|ece12,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece13)",C2,ip|ece13,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece14)",C2,ip|ece14,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece15)",C2,ip|ece15,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece16)",C2,ip|ece16,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece18)",C2,ip|ece18,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece19)",C2,ip|ece19,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece20)",C2,ip|ece20,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece21)",C2,ip|ece21,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece22)",C2,ip|ece22,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece25)",C2,ip|ece25,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece27)",C2,ip|ece27,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece28)",C2,ip|ece28,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece29)",C2,ip|ece29,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece30)",C2,ip|ece30,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece31)",C2,ip|ece31,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece33)",C2,ip|ece33,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece35)",C2,ip|ece35,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece36)",C2,ip|ece36,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece37)",C2,ip|ece37,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece38)",C2,ip|ece38,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,ece39)",C2,ip|ece39,level|level,"{ECE,MAG}","unordered {family_i, family_j}","C2:{ECE,MAG}"
"PROD(ip,cerqrott3)",C2,ip|cerqrott3,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqrott6)",C2,ip|cerqrott6,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqrott8)",C2,ip|cerqrott8,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqrott10)",C2,ip|cerqrott10,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqrott11)",C2,ip|cerqrott11,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqrott12)",C2,ip|cerqrott12,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqrott13)",C2,ip|cerqrott13,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqtit3)",C2,ip|cerqtit3,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqtit6)",C2,ip|cerqtit6,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqtit8)",C2,ip|cerqtit8,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqtit10)",C2,ip|cerqtit10,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqtit11)",C2,ip|cerqtit11,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqtit12)",C2,ip|cerqtit12,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(ip,cerqtit13)",C2,ip|cerqtit13,level|level,"{CER,MAG}","unordered {family_i, family_j}","C2:{CER,MAG}"
"PROD(prmtan_neped,prmtan_neped)",C2,prmtan_neped|prmtan_neped,level|level,"{DEN,DEN}","unordered {family_i, family_j}","C2:{DEN,DEN}"
"PROD(prmtan_neped,prmtan_teped)",C2,prmtan_neped|prmtan_teped,level|level,"{DEN,DEN}","unordered {family_i, family_j}","C2:{DEN,DEN}"
"PROD(prmtan_neped,fs04)",C2,prmtan_neped|fs04,level|level,"{DEN,FS}","unordered {family_i, family_j}","C2:{DEN,FS}"
"PROD(prmtan_neped,fs03da)",C2,prmtan_neped|fs03da,level|level,"{DEN,FS}","unordered {family_i, family_j}","C2:{DEN,FS}"
"PROD(prmtan_neped,fs05da)",C2,prmtan_neped|fs05da,level|level,"{DEN,FS}","unordered {family_i, family_j}","C2:{DEN,FS}"
"PROD(prmtan_neped,gasa)",C2,prmtan_neped|gasa,level|level,"{DEN,GAS}","unordered {family_i, family_j}","C2:{DEN,GAS}"
"PROD(prmtan_neped,gasb)",C2,prmtan_neped|gasb,level|level,"{DEN,GAS}","unordered {family_i, family_j}","C2:{DEN,GAS}"
"PROD(prmtan_neped,gasc)",C2,prmtan_neped|gasc,level|level,"{DEN,GAS}","unordered {family_i, family_j}","C2:{DEN,GAS}"
"PROD(prmtan_neped,gasd)",C2,prmtan_neped|gasd,level|level,"{DEN,GAS}","unordered {family_i, family_j}","C2:{DEN,GAS}"
"PROD(prmtan_neped,pinj)",C2,prmtan_neped|pinj,level|level,"{DEN,NBI}","unordered {family_i, family_j}","C2:{DEN,NBI}"
"PROD(prmtan_neped,pinj_15l)",C2,prmtan_neped|pinj_15l,level|level,"{DEN,NBI}","unordered {family_i, family_j}","C2:{DEN,NBI}"
"PROD(prmtan_neped,pinj_30l)",C2,prmtan_neped|pinj_30l,level|level,"{DEN,NBI}","unordered {family_i, family_j}","C2:{DEN,NBI}"
"PROD(prmtan_neped,pinj_30r)",C2,prmtan_neped|pinj_30r,level|level,"{DEN,NBI}","unordered {family_i, family_j}","C2:{DEN,NBI}"
"PROD(prmtan_neped,pinj_33r)",C2,prmtan_neped|pinj_33r,level|level,"{DEN,NBI}","unordered {family_i, family_j}","C2:{DEN,NBI}"
"PROD(prmtan_neped,tinj)",C2,prmtan_neped|tinj,level|level,"{DEN,NBI}","unordered {family_i, family_j}","C2:{DEN,NBI}"
"PROD(prmtan_neped,ece1)",C2,prmtan_neped|ece1,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece2)",C2,prmtan_neped|ece2,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece3)",C2,prmtan_neped|ece3,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece4)",C2,prmtan_neped|ece4,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece5)",C2,prmtan_neped|ece5,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece6)",C2,prmtan_neped|ece6,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece7)",C2,prmtan_neped|ece7,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece8)",C2,prmtan_neped|ece8,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece9)",C2,prmtan_neped|ece9,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece10)",C2,prmtan_neped|ece10,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece11)",C2,prmtan_neped|ece11,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece12)",C2,prmtan_neped|ece12,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece13)",C2,prmtan_neped|ece13,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece14)",C2,prmtan_neped|ece14,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece15)",C2,prmtan_neped|ece15,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece16)",C2,prmtan_neped|ece16,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece18)",C2,prmtan_neped|ece18,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece19)",C2,prmtan_neped|ece19,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece20)",C2,prmtan_neped|ece20,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece21)",C2,prmtan_neped|ece21,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece22)",C2,prmtan_neped|ece22,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece25)",C2,prmtan_neped|ece25,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece27)",C2,prmtan_neped|ece27,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece28)",C2,prmtan_neped|ece28,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece29)",C2,prmtan_neped|ece29,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece30)",C2,prmtan_neped|ece30,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece31)",C2,prmtan_neped|ece31,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece33)",C2,prmtan_neped|ece33,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece35)",C2,prmtan_neped|ece35,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece36)",C2,prmtan_neped|ece36,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece37)",C2,prmtan_neped|ece37,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece38)",C2,prmtan_neped|ece38,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,ece39)",C2,prmtan_neped|ece39,level|level,"{DEN,ECE}","unordered {family_i, family_j}","C2:{DEN,ECE}"
"PROD(prmtan_neped,cerqrott3)",C2,prmtan_neped|cerqrott3,level|level,"{CER,DEN}","unordered {family_i, family_j}","C2:{CER,DEN}"
"PROD(prmtan_neped,cerqrott6)",C2,prmtan_neped|cerqrott6,level|level,"{CER,DEN}","unordered {family_i, family_j}","C2:{CER,DEN}"
