coordinate_id,constructor,operands,class_B,class_A,class_C,class_G,class_F,class_D_finite,class_D_constant,class_E_denominator,class_H_leakage,value_min,value_max,admissible,first_rejecting_class,rejection_reason
PHASE(ece6|ece26),C4,ece6|ece26,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece27),C4,ece6|ece27,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece28),C4,ece6|ece28,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece29),C4,ece6|ece29,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece30),C4,ece6|ece30,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece31),C4,ece6|ece31,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece32),C4,ece6|ece32,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece33),C4,ece6|ece33,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece34),C4,ece6|ece34,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece35),C4,ece6|ece35,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece36),C4,ece6|ece36,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece37),C4,ece6|ece37,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece38),C4,ece6|ece38,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece39),C4,ece6|ece39,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|ece40),C4,ece6|ece40,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqrott3),C4,ece6|cerqrott3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqrott6),C4,ece6|cerqrott6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqrott8),C4,ece6|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqrott10),C4,ece6|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqrott11),C4,ece6|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqrott12),C4,ece6|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqrott13),C4,ece6|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqtit3),C4,ece6|cerqtit3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqtit6),C4,ece6|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqtit8),C4,ece6|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqtit10),C4,ece6|cerqtit10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqtit11),C4,ece6|cerqtit11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqtit12),C4,ece6|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece6|cerqtit13),C4,ece6|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|bt),C4,ece7|bt,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ip),C4,ece7|ip,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|gasa),C4,ece7|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|gasb),C4,ece7|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|gasc),C4,ece7|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|gasd),C4,ece7|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|pinj),C4,ece7|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|pinj_15l),C4,ece7|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|pinj_15r),C4,ece7|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|pinj_21l),C4,ece7|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
PHASE(ece7|pinj_21r),C4,ece7|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
PHASE(ece7|pinj_30l),C4,ece7|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|pinj_30r),C4,ece7|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|pinj_33l),C4,ece7|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|pinj_33r),C4,ece7|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|tinj),C4,ece7|tinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece1),C4,ece7|ece1,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece2),C4,ece7|ece2,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece3),C4,ece7|ece3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece4),C4,ece7|ece4,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece5),C4,ece7|ece5,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece6),C4,ece7|ece6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece8),C4,ece7|ece8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece9),C4,ece7|ece9,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece10),C4,ece7|ece10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece11),C4,ece7|ece11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece12),C4,ece7|ece12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece13),C4,ece7|ece13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece14),C4,ece7|ece14,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece15),C4,ece7|ece15,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece16),C4,ece7|ece16,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece17),C4,ece7|ece17,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece18),C4,ece7|ece18,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece19),C4,ece7|ece19,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece20),C4,ece7|ece20,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece21),C4,ece7|ece21,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece22),C4,ece7|ece22,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece23),C4,ece7|ece23,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece24),C4,ece7|ece24,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece25),C4,ece7|ece25,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece26),C4,ece7|ece26,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece27),C4,ece7|ece27,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece28),C4,ece7|ece28,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece29),C4,ece7|ece29,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece30),C4,ece7|ece30,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece31),C4,ece7|ece31,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece32),C4,ece7|ece32,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece33),C4,ece7|ece33,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece34),C4,ece7|ece34,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece35),C4,ece7|ece35,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece36),C4,ece7|ece36,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece37),C4,ece7|ece37,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece38),C4,ece7|ece38,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece39),C4,ece7|ece39,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|ece40),C4,ece7|ece40,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqrott3),C4,ece7|cerqrott3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqrott6),C4,ece7|cerqrott6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqrott8),C4,ece7|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqrott10),C4,ece7|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqrott11),C4,ece7|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqrott12),C4,ece7|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqrott13),C4,ece7|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqtit3),C4,ece7|cerqtit3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqtit6),C4,ece7|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqtit8),C4,ece7|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqtit10),C4,ece7|cerqtit10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqtit11),C4,ece7|cerqtit11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqtit12),C4,ece7|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece7|cerqtit13),C4,ece7|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|bt),C4,ece8|bt,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ip),C4,ece8|ip,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|gasa),C4,ece8|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|gasb),C4,ece8|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|gasc),C4,ece8|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|gasd),C4,ece8|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|pinj),C4,ece8|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|pinj_15l),C4,ece8|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|pinj_15r),C4,ece8|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|pinj_21l),C4,ece8|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
PHASE(ece8|pinj_21r),C4,ece8|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
PHASE(ece8|pinj_30l),C4,ece8|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|pinj_30r),C4,ece8|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|pinj_33l),C4,ece8|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|pinj_33r),C4,ece8|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|tinj),C4,ece8|tinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece1),C4,ece8|ece1,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece2),C4,ece8|ece2,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece3),C4,ece8|ece3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece4),C4,ece8|ece4,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece5),C4,ece8|ece5,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece6),C4,ece8|ece6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece7),C4,ece8|ece7,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece9),C4,ece8|ece9,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece10),C4,ece8|ece10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece11),C4,ece8|ece11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece12),C4,ece8|ece12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece13),C4,ece8|ece13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece14),C4,ece8|ece14,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece15),C4,ece8|ece15,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece16),C4,ece8|ece16,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece17),C4,ece8|ece17,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece18),C4,ece8|ece18,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece19),C4,ece8|ece19,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece20),C4,ece8|ece20,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece21),C4,ece8|ece21,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece22),C4,ece8|ece22,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece23),C4,ece8|ece23,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece24),C4,ece8|ece24,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece25),C4,ece8|ece25,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece26),C4,ece8|ece26,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece27),C4,ece8|ece27,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece28),C4,ece8|ece28,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece29),C4,ece8|ece29,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece30),C4,ece8|ece30,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece31),C4,ece8|ece31,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece32),C4,ece8|ece32,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece33),C4,ece8|ece33,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece34),C4,ece8|ece34,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece35),C4,ece8|ece35,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece36),C4,ece8|ece36,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece37),C4,ece8|ece37,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece38),C4,ece8|ece38,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece39),C4,ece8|ece39,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|ece40),C4,ece8|ece40,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqrott3),C4,ece8|cerqrott3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqrott6),C4,ece8|cerqrott6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqrott8),C4,ece8|cerqrott8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqrott10),C4,ece8|cerqrott10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqrott11),C4,ece8|cerqrott11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqrott12),C4,ece8|cerqrott12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqrott13),C4,ece8|cerqrott13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqtit3),C4,ece8|cerqtit3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqtit6),C4,ece8|cerqtit6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqtit8),C4,ece8|cerqtit8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqtit10),C4,ece8|cerqtit10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqtit11),C4,ece8|cerqtit11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqtit12),C4,ece8|cerqtit12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece8|cerqtit13),C4,ece8|cerqtit13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|bt),C4,ece9|bt,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ip),C4,ece9|ip,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|gasa),C4,ece9|gasa,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|gasb),C4,ece9|gasb,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|gasc),C4,ece9|gasc,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|gasd),C4,ece9|gasd,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|pinj),C4,ece9|pinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|pinj_15l),C4,ece9|pinj_15l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|pinj_15r),C4,ece9|pinj_15r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|pinj_21l),C4,ece9|pinj_21l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
PHASE(ece9|pinj_21r),C4,ece9|pinj_21r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_RMS_ZERO
PHASE(ece9|pinj_30l),C4,ece9|pinj_30l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|pinj_30r),C4,ece9|pinj_30r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|pinj_33l),C4,ece9|pinj_33l,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|pinj_33r),C4,ece9|pinj_33r,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|tinj),C4,ece9|tinj,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece1),C4,ece9|ece1,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece2),C4,ece9|ece2,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece3),C4,ece9|ece3,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece4),C4,ece9|ece4,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece5),C4,ece9|ece5,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece6),C4,ece9|ece6,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece7),C4,ece9|ece7,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece8),C4,ece9|ece8,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece10),C4,ece9|ece10,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece11),C4,ece9|ece11,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece12),C4,ece9|ece12,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece13),C4,ece9|ece13,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece14),C4,ece9|ece14,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece15),C4,ece9|ece15,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece16),C4,ece9|ece16,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece17),C4,ece9|ece17,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece18),C4,ece9|ece18,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece19),C4,ece9|ece19,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece20),C4,ece9|ece20,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece21),C4,ece9|ece21,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece22),C4,ece9|ece22,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece23),C4,ece9|ece23,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece24),C4,ece9|ece24,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece25),C4,ece9|ece25,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece26),C4,ece9|ece26,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece27),C4,ece9|ece27,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece28),C4,ece9|ece28,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
PHASE(ece9|ece29),C4,ece9|ece29,True,True,True,True,True,,,False,True,,,False,E,E_DENOM_SIGN_CHANGE
